90,90,456,113
90,91,456,113
90,92,497,123
90,93,519,129
90,94,440,109
90,95,437,108
90,96,274,68
90,97,272,67
90,98,184,45
90,99,184,45
90,100,148,36
90,101,382,95
90,102,380,94
90,103,391,97
90,104,389,96
90,105,381,94
90,106,424,105
90,107,448,111
90,108,444,110
90,109,403,100
90,110,388,96
90,111,387,96
90,112,380,94
90,113,380,94
90,114,376,93
90,115,379,94
90,116,437,108
90,115,388,96
90,114,407,101
90,113,410,102
90,112,428,106
90,111,431,107
90,110,447,111
90,109,432,107
90,108,443,110
90,107,462,115
90,106,434,108
90,105,417,103
90,104,384,95
90,103,385,95
90,102,383,95
90,101,379,94
90,100,376,93
90,99,391,97
90,98,406,101
90,97,426,106
90,96,392,97
90,95,394,98
90,94,397,98
90,93,395,98
90,92,399,99
90,91,395,98
90,90,393,97
90,89,425,105
90,88,402,100
90,87,405,100
90,86,401,99
90,85,410,102
90,84,402,100
90,83,405,100
90,82,396,98
90,81,198,49
90,80,228,56
90,79,69,17
90,78,76,18
90,77,69,17
90,76,220,54
90,75,225,56
90,74,374,93
90,73,372,92
90,72,369,91
90,71,419,104
90,70,374,93
90,69,373,92
90,68,385,95
90,67,371,92
90,66,370,92
90,65,328,81
90,64,328,81
90,63,80,19
90,62,102,25
90,61,80,19
90,60,70,17
90,59,56,13
90,58,56,13
90,57,58,14
90,56,60,14
90,55,59,14
95,54,50,12
95,55,45,11
95,56,72,17
95,57,80,19
95,58,68,16
95,59,69,17
95,60,83,20
95,61,96,23
95,62,88,21
95,63,77,19
95,64,73,18
95,65,64,15
95,66,66,16
95,67,64,15
95,68,48,11
95,69,50,12
95,70,81,20
95,71,60,14
95,72,56,13
95,73,56,13
95,74,68,16
95,75,163,40
95,76,162,40
95,77,362,90
95,78,389,96
95,79,369,91
95,80,371,92
95,81,369,91
95,82,389,96
95,83,384,95
95,84,378,94
95,85,370,92
95,86,92,22
95,87,95,23
95,88,64,15
95,89,64,15
95,90,66,16
95,91,174,43
95,92,170,42
95,93,371,92
95,94,370,92
95,95,385,95
95,96,431,107
95,97,396,98
95,98,390,97
95,99,388,96
95,100,407,101
95,101,402,100
95,102,427,106
95,103,428,106
95,104,429,106
95,105,477,118
95,106,452,112
95,107,399,99
95,108,411,102
95,109,392,97
95,110,390,97
95,111,387,96
95,112,387,96
95,113,392,97
95,114,432,107
95,115,389,96
95,116,377,93
95,115,393,97
95,114,394,98
95,113,394,98
95,112,394,98
95,111,431,107
95,110,435,108
95,109,485,120
95,108,431,107
95,107,435,108
95,106,439,109
95,105,401,99
95,104,409,101
95,103,402,100
95,102,396,98
95,101,378,94
95,100,434,108
95,99,389,96
95,98,391,97
95,97,394,98
95,96,391,97
95,95,411,102
95,94,396,98
95,93,435,108
95,92,437,108
95,91,482,120
95,90,436,108
95,89,431,107
95,88,419,104
95,87,413,102
95,86,414,103
95,85,403,100
95,84,395,98
95,83,398,99
95,82,430,107
95,81,387,96
95,80,381,94
95,79,216,53
95,78,218,54
95,77,68,16
95,76,85,21
95,75,119,29
95,74,121,30
95,73,140,34
95,72,369,91
95,71,387,96
95,70,374,93
95,69,373,92
95,68,369,91
95,67,369,91
95,66,365,90
95,65,400,99
95,64,392,97
95,63,331,82
95,62,328,81
95,61,91,22
95,60,81,20
95,59,64,15
95,58,68,16
95,57,64,15
95,56,89,22
95,55,71,17
100,54,57,14
100,55,77,19
100,56,91,22
100,57,77,19
100,58,76,18
100,59,103,25
100,60,51,12
100,61,55,13
100,62,56,13
100,63,56,13
100,64,57,14
100,65,56,13
100,66,73,18
100,67,58,14
100,68,69,17
100,69,72,17
100,70,72,17
100,71,76,18
100,72,77,19
100,73,76,18
100,74,246,61
100,75,243,60
100,76,387,96
100,77,365,90
100,78,377,93
100,79,378,94
100,80,376,93
100,81,383,95
100,82,380,94
100,83,364,90
100,84,361,89
100,85,151,37
100,86,130,32
100,87,131,32
100,88,69,17
100,89,68,16
100,90,353,87
100,91,350,87
100,92,380,94
100,93,381,94
100,94,429,106
100,95,385,95
100,96,394,98
100,97,396,98
100,98,394,98
100,99,334,83
100,100,332,82
100,101,80,19
100,102,80,19
100,103,103,25
100,104,217,54
100,105,234,58
100,106,385,95
100,107,399,99
100,108,387,96
100,109,398,99
100,110,387,96
100,111,386,96
100,112,437,108
100,113,384,95
100,114,385,95
100,115,384,95
100,116,385,95
100,115,398,99
100,114,400,99
100,113,398,99
100,112,430,107
100,111,434,108
100,110,479,119
100,109,434,108
100,108,428,106
100,107,440,109
100,106,427,106
100,105,440,109
100,104,424,105
100,103,410,102
100,102,402,100
100,101,433,107
100,100,384,95
100,99,387,96
100,98,388,96
100,97,394,98
100,96,388,96
100,95,398,99
100,94,348,86
100,93,346,86
100,92,123,30
100,91,100,24
100,90,100,24
100,89,186,46
100,88,190,47
100,87,385,95
100,86,394,98
100,85,396,98
100,84,395,98
100,83,439,109
100,82,388,96
100,81,390,97
100,80,381,94
100,79,387,96
100,78,365,90
100,77,376,93
100,76,72,17
100,75,72,17
100,74,93,23
100,73,96,23
100,72,111,27
100,71,347,86
100,70,344,85
100,69,368,91
100,68,368,91
100,67,368,91
100,66,369,91
100,65,423,105
100,64,365,90
100,63,371,92
100,62,318,79
100,61,325,81
100,60,72,17
100,59,72,17
100,58,74,18
100,57,56,13
100,56,84,20
100,55,49,12
105,54,69,17
105,55,66,16
105,56,70,17
105,57,60,14
105,58,65,16
105,59,93,23
105,60,72,17
105,61,60,14
105,62,60,14
105,63,60,14
105,64,60,14
105,65,60,14
105,66,49,12
105,67,61,15
105,68,89,22
105,69,64,15
105,70,68,16
105,71,70,17
105,72,68,16
105,73,236,58
105,74,225,56
105,75,368,91
105,76,417,103
105,77,426,106
105,78,371,92
105,79,368,91
105,80,378,94
105,81,373,92
105,82,378,94
105,83,362,90
105,84,324,80
105,85,374,93
105,86,324,80
105,87,273,68
105,88,271,67
105,89,314,78
105,90,309,77
105,91,391,97
105,92,377,93
105,93,387,96
105,94,437,108
105,95,387,96
105,96,394,98
105,97,391,97
105,98,366,91
105,99,361,89
105,100,84,20
105,101,85,21
105,102,84,20
105,103,155,38
105,104,127,31
105,105,371,92
105,106,368,91
105,107,384,95
105,108,384,95
105,109,383,95
105,110,384,95
105,111,387,96
105,112,434,108
105,113,387,96
105,114,392,97
105,115,395,98
105,116,391,97
105,115,396,98
105,114,391,97
105,113,417,103
105,112,413,102
105,111,451,112
105,110,454,113
105,109,431,107
105,108,431,107
105,107,427,106
105,106,427,106
105,105,428,106
105,104,411,102
105,103,402,100
105,102,409,101
105,101,438,109
105,100,388,96
105,99,388,96
105,98,387,96
105,97,392,97
105,96,390,97
105,95,397,98
105,94,394,98
105,93,384,95
105,92,431,107
105,91,190,47
105,90,190,47
105,89,195,48
105,88,76,18
105,87,72,17
105,86,352,87
105,85,350,87
105,84,380,94
105,83,428,106
105,82,386,96
105,81,384,95
105,80,402,100
105,79,378,94
105,78,388,96
105,77,324,80
105,76,324,80
105,75,324,80
105,74,356,88
105,73,317,79
105,72,369,91
105,71,375,93
105,70,374,93
105,69,384,95
105,68,368,91
105,67,368,91
105,66,371,92
105,65,414,103
105,64,368,91
105,63,350,87
105,62,356,88
105,61,151,37
105,60,160,39
105,59,150,37
105,58,56,13
105,57,57,14
105,56,79,19
105,55,63,15
110,54,57,14
110,55,55,13
110,56,59,14
110,57,48,11
110,58,59,14
110,59,82,20
110,60,72,17
110,61,85,21
110,62,56,13
110,63,56,13
110,64,58,14
110,65,84,20
110,66,92,22
110,67,82,20
110,68,111,27
110,69,68,16
110,70,68,16
110,71,81,20
110,72,73,18
110,73,72,17
110,74,317,79
110,75,313,78
110,76,415,103
110,77,366,91
110,78,364,90
110,79,369,91
110,80,378,94
110,81,370,92
110,82,368,91
110,83,373,92
110,84,373,92
110,85,367,91
110,86,328,81
110,87,347,86
110,88,351,87
110,89,348,86
110,90,382,95
110,91,380,94
110,92,387,96
110,93,388,96
110,94,440,109
110,95,388,96
110,96,395,98
110,97,388,96
110,98,396,98
110,99,205,51
110,100,205,51
110,101,72,17
110,102,73,18
110,103,95,23
110,104,272,67
110,105,275,68
110,106,381,94
110,107,387,96
110,108,383,95
110,109,401,99
110,110,384,95
110,111,398,99
110,112,433,107
110,113,404,100
110,114,388,96
110,115,384,95
110,116,384,95
110,115,383,95
110,114,395,98
110,113,414,103
110,112,475,118
110,111,494,123
110,110,472,117
110,109,432,107
110,108,438,109
110,107,442,110
110,106,438,109
110,105,431,107
110,104,428,106
110,103,412,102
110,102,409,101
110,101,447,111
110,100,401,99
110,99,401,99
110,98,391,97
110,97,393,97
110,96,387,96
110,95,391,97
110,94,373,92
110,93,377,93
110,92,154,38
110,91,142,35
110,90,128,31
110,89,80,19
110,88,85,21
110,87,354,88
110,86,357,88
110,85,391,97
110,84,410,102
110,83,434,108
110,82,404,100
110,81,388,96
110,80,390,97
110,79,381,94
110,78,357,88
110,77,359,89
110,76,335,83
110,75,339,84
110,74,377,93
110,73,388,96
110,72,370,92
110,71,368,91
110,70,371,92
110,69,368,91
110,68,371,92
110,67,369,91
110,66,369,91
110,65,414,103
110,64,377,93
110,63,358,89
110,62,235,58
110,61,237,59
110,60,80,19
110,59,82,20
110,58,80,19
110,57,59,14
110,56,67,16
110,55,73,18
115,54,60,14
115,55,61,15
115,56,60,14
115,57,83,20
115,58,80,19
115,59,92,22
115,60,64,15
115,61,84,20
115,62,87,21
115,63,84,20
115,64,68,16
115,65,73,18
115,66,64,15
115,67,66,16
115,68,90,22
115,69,72,17
115,70,78,19
115,71,68,16
115,72,71,17
115,73,253,63
115,74,262,65
115,75,361,89
115,76,410,102
115,77,360,89
115,78,357,88
115,79,360,89
115,80,361,89
115,81,367,91
115,82,369,91
115,83,379,94
115,84,369,91
115,85,416,103
115,86,371,92
115,87,357,88
115,88,360,89
115,89,374,93
115,90,377,93
115,91,384,95
115,92,399,99
115,93,383,95
115,94,437,108
115,95,389,96
115,96,391,97
115,97,393,97
115,98,313,78
115,99,317,79
115,100,76,18
115,101,91,22
115,102,77,19
115,103,184,45
115,104,159,39
115,105,369,91
115,106,371,92
115,107,383,95
115,108,385,95
115,109,384,95
115,110,386,96
115,111,384,95
115,112,432,107
115,113,384,95
115,114,391,97
115,115,391,97
115,116,387,96
115,115,387,96
115,114,390,97
115,113,416,103
115,112,418,104
115,111,448,111
115,110,489,121
115,109,435,108
115,108,436,108
115,107,434,108
115,106,439,109
115,105,454,113
115,104,420,104
115,103,426,106
115,102,395,98
115,101,448,111
115,100,388,96
115,99,392,97
115,98,388,96
115,97,399,99
115,96,385,95
115,95,384,95
115,94,385,95
115,93,335,83
115,92,379,94
115,91,336,83
115,90,74,18
115,89,72,17
115,88,170,42
115,87,163,40
115,86,387,96
115,85,390,97
115,84,387,96
115,83,440,109
115,82,388,96
115,81,389,96
115,80,384,95
115,79,395,98
115,78,381,94
115,77,368,91
115,76,370,92
115,75,368,91
115,74,406,101
115,73,357,88
115,72,378,94
115,71,373,92
115,70,373,92
115,69,374,93
115,68,373,92
115,67,370,92
115,66,368,91
115,65,416,103
115,64,365,90
115,63,358,89
115,62,354,88
115,61,111,27
115,60,112,27
115,59,108,26
115,58,61,15
115,57,60,14
115,56,61,15
115,55,40,9
120,54,56,13
120,55,59,14
120,56,56,13
120,57,56,13
120,58,86,21
120,59,107,26
120,60,52,12
120,61,52,12
120,62,48,11
120,63,69,17
120,64,68,16
120,65,63,15
120,66,60,14
120,67,63,15
120,68,68,16
120,69,60,14
120,70,67,16
120,71,64,15
120,72,64,15
120,73,65,16
120,74,166,41
120,75,169,42
120,76,403,100
120,77,364,90
120,78,357,88
120,79,383,95
120,80,369,91
120,81,369,91
120,82,371,92
120,83,373,92
120,84,376,93
120,85,419,104
120,86,378,94
120,87,373,92
120,88,392,97
120,89,377,93
120,90,384,95
120,91,386,96
120,92,383,95
120,93,391,97
120,94,437,108
120,95,396,98
120,96,391,97
120,97,284,70
120,98,268,66
120,99,76,18
120,100,77,19
120,101,76,18
120,102,255,63
120,103,290,72
120,104,382,95
120,105,377,93
120,106,383,95
120,107,384,95
120,108,383,95
120,109,384,95
120,110,403,100
120,111,388,96
120,112,447,111
120,113,377,93
120,114,383,95
120,115,384,95
120,116,403,100
120,115,384,95
120,114,419,104
120,113,413,102
120,112,443,110
120,111,442,110
120,110,498,124
120,109,445,110
120,108,445,110
120,107,445,110
120,106,447,111
120,105,427,106
120,104,428,106
120,103,409,101
120,102,396,98
120,101,428,106
120,100,381,94
120,99,387,96
120,98,384,95
120,97,397,98
120,96,378,94
120,95,376,93
120,94,373,92
120,93,373,92
120,92,422,105
120,91,343,85
120,90,346,86
120,89,81,20
120,88,94,23
120,87,117,29
120,86,115,28
120,85,373,92
120,84,373,92
120,83,423,105
120,82,388,96
120,81,392,97
120,80,381,94
120,79,393,97
120,78,376,93
120,77,376,93
120,76,376,93
120,75,373,92
120,74,418,104
120,73,373,92
120,72,378,94
120,71,369,91
120,70,385,95
120,69,368,91
120,68,368,91
120,67,370,92
120,66,365,90
120,65,416,103
120,64,358,89
120,63,361,89
120,62,166,41
120,61,182,45
120,60,166,41
120,59,56,13
120,58,61,15
120,57,60,14
120,56,81,20
120,55,52,12
125,54,51,12
125,55,71,17
125,56,56,13
125,57,84,20
125,58,86,21
125,59,101,25
125,60,79,19
125,61,76,18
125,62,108,26
125,63,112,27
125,64,111,27
125,65,113,28
125,66,131,32
125,67,136,33
125,68,185,46
125,69,172,42
125,70,159,39
125,71,128,31
125,72,132,32
125,73,100,24
125,74,101,25
125,75,147,36
125,76,152,37
125,77,147,36
125,78,390,97
125,79,370,92
125,80,386,96
125,81,374,93
125,82,369,91
125,83,372,92
125,84,369,91
125,85,382,95
125,86,414,103
125,87,383,95
125,88,377,93
125,89,391,97
125,90,378,94
125,91,387,96
125,92,390,97
125,93,388,96
125,94,287,71
125,95,306,76
125,96,116,28
125,97,112,27
125,98,239,59
125,99,240,59
125,100,239,59
125,101,383,95
125,102,380,94
125,103,388,96
125,104,417,103
125,105,382,95
125,106,380,94
125,107,391,97
125,108,391,97
125,109,393,97
125,110,328,81
125,111,330,82
125,112,333,83
125,113,378,94
125,114,370,92
125,115,373,92
125,116,369,91
125,115,396,98
125,114,391,97
125,113,448,111
125,112,442,110
125,111,465,115
125,110,523,130
125,109,449,111
125,108,449,111
125,107,451,112
125,106,438,109
125,105,440,109
125,104,427,106
125,103,429,106
125,102,384,95
125,101,431,107
125,100,386,96
125,99,333,83
125,98,342,85
125,97,340,84
125,96,338,84
125,95,394,98
125,94,391,97
125,93,380,94
125,92,399,99
125,91,402,100
125,90,384,95
125,89,404,100
125,88,314,78
125,87,324,80
125,86,100,24
125,85,100,24
125,84,100,24
125,83,255,63
125,82,270,67
125,81,395,98
125,80,401,99
125,79,380,94
125,78,391,97
125,77,376,93
125,76,376,93
125,75,379,94
125,74,380,94
125,73,407,101
125,72,370,92
125,71,375,93
125,70,369,91
125,69,381,94
125,68,371,92
125,67,384,95
125,66,386,96
125,65,320,79
125,64,325,81
125,63,139,34
